"Month Day, Year Code",Avg Fine Particulate Matter (ľg/mł),Typical?
2011/10/19,8.26,1
2011/10/20,9.3,1
2011/10/21,9.14,1
2011/10/22,10.72,1
2011/10/23,8.87,1
2011/10/24,14.64,1
2011/10/25,10.09,1
2011/10/26,6.61,1
2011/10/27,8.1,1
2011/10/28,12.55,1
2011/10/29,13.21,1
2011/10/30,10.37,1
2011/10/31,12.1,1
2011/11/01,7.85,1
2011/11/02,7.85,1
2011/11/03,7.84,1
2011/11/04,7.13,1
2011/11/05,6.99,1
2011/11/06,7.72,1
2011/11/07,7.98,1
2011/11/08,8.71,1
2011/11/09,20.47,0
2011/11/10,18.84,0
2011/11/11,11.79,1
2011/11/12,12.02,1
2011/11/13,12.33,1
2011/11/14,10.84,1
2011/11/15,17.36,0
2011/11/16,11.31,1
2011/11/17,6.95,1
2011/11/18,5.84,1
2011/11/19,7.12,1
2011/11/20,8.03,1
2011/11/21,7.15,1
2011/11/22,8.43,1
2011/11/23,7.5,1
2011/11/24,10.92,1
2011/11/25,8.99,1
2011/11/26,11.33,1
2011/11/27,15.87,0
2011/11/28,17.24,0
2011/11/29,18.9,0
2011/11/30,9.16,1
2011/12/01,6.1,1
2011/12/02,8.41,1
2011/12/03,9.09,1
2011/12/04,9.45,1
2011/12/05,13.56,1
2011/12/06,22.78,0
2011/12/07,25.35,0
2011/12/08,26.56,0
2011/12/09,28.19,0
2011/12/10,35.65,0
2011/12/11,18.25,0
2011/12/12,16.21,0
2011/12/13,13.4,1
2011/12/14,12,1
2011/12/15,16.29,0
2011/12/16,12.57,1
2011/12/17,27.5,0
2011/12/18,15.5,0
2011/12/19,10.12,1
2011/12/20,17.94,0
2011/12/21,16.01,0
2011/12/22,6.89,1
2011/12/23,12.7,1
2011/12/24,27.16,0
2011/12/25,50.61,0
2011/12/26,23.17,0
2011/12/27,16.57,0
2011/12/28,19.13,0
2011/12/29,24.31,0
2011/12/30,12.4,1
2011/12/31,8.5,1
,11.65,1
